Unnamed: 0,pentatonic_id,waste_type,primary_desc,secondary_desc,material,dimensions,values_desc,compound_description,description,source,unit,weight_lbs,weight_ustons,volume_cf,volume_cy
1240,SHO0004,Construction Waste,Shower equipment; Shower tray,,,,,"Shower equipment, tray",Shower equipment/tray,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
1241,SHO0005,General Solid Waste/ Donations,Shower gel,,,,,Shower gel,Shower gel,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
1242,SID0001,Furniture,Side Table,,,,,Side Table,Side Table,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
1243,SID0002,Furniture,Sideboard,,,,,Sideboard,Sideboard,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
1244,SID0003,Furniture,Sideboard,Large,,Large,,Sideboard; Large,Sideboard (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,210.0,0.105,29.999999997,1.111111111
1245,SID0004,Furniture,Sideboard,Small,,Small,,Sideboard; Small,Sideboard (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,140.0,0.07,20.000000007,0.740740741
1246,SID0005,Furniture,Sideboard,,,,,Sideboard; not large,"Sideboard, not large",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,77.1617,0.03858085,,0.0
1247,SID0006,Construction Waste,Siding,,,,Fiber; cement,Siding; Fiber Cement,"Siding, Fiber Cement",Legacy Calculator,SF,2.3,0.00115,0.0675,0.0025
1248,SID0007,Construction Waste,Siding,24 gauge,Aluminium,,,Siding; Metal Aluminum 24 gauge,"Siding, Metal Aluminum 24 gauge",Legacy Calculator,SF,0.25,0.000125,0.135,0.005
1249,SID0008,Construction Waste,Siding,26 gauge,Steel,,,Siding; Metal Steel 26 gauge,"Siding, Metal Steel 26 gauge",Legacy Calculator,SF,0.75,0.000375,0.135,0.005
1250,SID0009,Construction Waste,Siding,T-111,Plywood,5/8,,Siding; Plywood  T-111 (5/8 inch),"Siding, Plywood  T-111 5/8""",Legacy Calculator,SF,1.8,0.0009,0.135,0.005
1251,SID0010,Construction Waste,Siding,,Stucco,,,Siding; Stucco,"Siding, Stucco   ",Legacy Calculator,SF,10.0,0.005,0.180000009,0.006666667
1252,SID0011,Construction Waste,Siding,,Vinyl,,,Siding; Vinyl,"Siding, Vinyl  ",Legacy Calculator,SF,0.52,0.00026,0.108,0.004
1253,SID0012,Construction Waste,Siding,Boards,Wood; wooden,,,Siding; Wood boards,"Siding, Wood boards",Legacy Calculator,SF,1.75,0.000875,0.108,0.004
1254,SIL0001,General Solid Waste/ Donations,Silverware,,,,,Silverware,Silverware,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1255,SIN0001,Construction Waste,Sink,,Ceramic,,,Sink; ceramic,Sink (ceramic),https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,44.0924,0.0220462,,0.0
1256,SIN0002,Construction Waste,Sink,,Metal,,,Sink; metal,Sink (metal),https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,44.0924,0.0220462,,0.0
1257,SKI0001,Textiles,Skirt,,,,,Skirt,Skirt,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.881848,0.000440924,,0.0
1258,SKI0002,General Solid Waste/ Donations,Skis; Poles,,,,,"Skis, Poles",Skis/Poles,https://move.mil/resources/weight-estimator,EA,21.0,0.0105,,0.0
1259,SLE0001,General Solid Waste/ Donations,Sled,,,,,Sled,Sled,https://move.mil/resources/weight-estimator,EA,14.0,0.007,,0.0
1260,SLE0002,Textiles,Sleeping Bag,,,,,Sleeping Bag,Sleeping Bag,https://move.mil/resources/weight-estimator,EA,7.0,0.0035,,0.0
1261,SLI0001,Textiles,Slippers,,,,,Slippers,Slippers,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.881848,0.000440924,,0.0
1262,SLI0002,Textiles,Slippers; flip-flops,,,,,"Slippers, flip-flops","Slippers, flip-flops",https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
1263,SMA0001,Furniture,Small Desk,Computer Table,,,,Small Desk; Computer Table,"Small Desk, Computer Table",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,44.0924,0.0220462,,0.0
1264,SMA0002,White Goods/ Appliances,Small electric kettle,,,,,Small elec - kettle; toaster,"Small elec - kettle, toaster, clock",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,2.20462,0.00110231,,0.0
1265,SMA0003,White Goods/ Appliances,Small electric kettle,,,,,Small elec - kettle; toaster,"Small elec - kettle, toaster, clock, sandwich maker,coffee maker, juicer, rice cooker ,steamer, iron, food mixer",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,4.40924,0.00220462,,0.0
1266,SMA0004,General Solid Waste/ Donations,Small painting,,,,,Small painting,Small painting,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.322772,0.000661386,,0.0
1267,SMA0005,General Solid Waste/ Donations,Small rug,,,3 foot,,Small rug (3 foot),Small rug 3'x6',https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,11.0231,0.00551155,,0.0
1268,SMA0006,Paper/ Cardboard,Smaller book for kids,,,,,Smaller book for kids,Smaller book for kids,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
1269,SNO0001,Industrial Equipment,Snow Blower,,,,,Snow Blower,Snow Blower,https://move.mil/resources/weight-estimator,EA,105.0,0.0525,,0.0
1270,SNO0002,Industrial Equipment,Snow Blower,,,5,,Snow Blower (5),Snow Blower (5 hp),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,185.0,0.0925,,0.0
1271,SNO0003,Industrial Equipment,Snow Blower,,,1-7,,Snow Blower; 1- (7),Snow Blower (1-7 hp),https://transcanadamovers.com/weight-calculator/,EA,150.0,0.075,20.000000007,0.740740741
1272,SNO0004,Industrial Equipment,Snow Blower,,,3-5,,Snow Blower; 3. (5),Snow Blower (3.5 hp),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,97.0,0.0485,,0.0
1273,SNO0005,Industrial Equipment,Snowmobile,,,,,Snowmobile,Snowmobile,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
1274,SOC0001,Textiles,Socks,,,,,Socks,Socks,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.220462,0.000110231,,0.0
1275,SOF0001,Furniture,Sofa,,,,,Sofa,Sofa,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,88.1848,0.0440924,,0.0
1276,SOF0002,Furniture,Sofa,Seater,,4; four,,Sofa (4 Seater),4 Seater Sofa,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
1277,SOF0003,Furniture,Sofa,Cushion,,2; two,,Sofa; 2 Cushion,Sofa (2 Cushion),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
1278,SOF0004,Furniture,Sofa,Cushion,,3; three,,Sofa; 3 Cushion,Sofa (3 Cushion),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,150.0,0.075,,0.0
1279,SOF0005,Furniture,Sofa,Cushion,,4; four,,Sofa; 4 Cushion,Sofa (4 Cushion),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,175.0,0.0875,,0.0
1280,SOF0006,Furniture,Sofa,Hide-a-bed,,,,Sofa; Hideabed,"Sofa, Hideabed",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,420.0,0.21,59.999999994,2.222222222
1281,SOF0007,Furniture,Sofa,Loveseat,,,,Sofa; Loveseat,"Sofa, Loveseat",https://www.moverscorp.com/moving_weight_calculator/,EA,224.0,0.112,,0.0
1282,SOF0008,Furniture,Sofa,"Section, piece",,4; four,,Sofa; Section (4 Piece),"Sofa, Section (4 Piece)",https://www.moverscorp.com/moving_weight_calculator/,EA,950.0,0.475,,0.0
1283,SOF0009,Furniture,Sofa,Section,,,,Sofa; Section Per,Sofa (Section Per),https://move.mil/resources/weight-estimator,EA,210.0,0.105,,0.0
1284,SOF0010,Furniture,Sofa,Sectional,,,,"Sofa; Sectional, EACH Section",Sofa (Sectional/EACH Section),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,50.0,0.025,,0.0
1285,SOF0011,Furniture,Sofa,Sleeper,,,,Sofa; Sleeper,Sofa (Sleeper),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,275.0,0.1375,,0.0
1286,SOF0012,Furniture,Sofa,,,,Cane; conservatory,"Sofa; cane, conservatory (normally with cushions)","Sofa, cane / conservatory (normally with cushions)",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,44.0924,0.0220462,,0.0
1287,SOF0013,Furniture,Sofa Bed,,,,,Sofa Bed,Sofa Bed,https://www.moverscorp.com/moving_weight_calculator/,EA,350.0,0.175,,0.0
1288,SOF0014,Furniture,Sofa Section,Piece,,4; four,,Sofa Section; 4 Piece,Sofa Section (4 Piece),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,1050.0,0.525,150.000000012,5.555555556
1289,SOF0015,Furniture,Sofa Section,Piece,,5; five,,Sofa Section; 5 Piece,Sofa Section (5 Piece),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,1295.0,0.6475,185.000000004,6.851851852
1290,SOF0016,Furniture,Sofa Table,,,,,Sofa Table,Sofa Table,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
1291,SOF0017,Furniture,Sofa bed,Flop,Foam,,,Sofa bed; foam flop out,"Sofa bed, foam flop out",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,77.1617,0.03858085,,0.0
1292,SOF0018,Furniture,Sofa bed,Frame,Metal,,,Sofa bed; metal frame,"Sofa bed, metal frame",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,187.3927,0.09369635,,0.0
1293,SOF0019,Furniture,Sofa; Loveseat,,,,,"Sofa, Loveseat",Sofa/Loveseat,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,224.0,0.112,31.999999995,1.185185185
1294,SOF0020,Electronic Waste,Softstrider,,,,,Softstrider,Softstrider,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
1295,SOF0021,Electronic Waste,Softstrider Ex,,,,,Softstrider Ex,Softstrider Ex,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
1296,SOF0022,Electronic Waste,Softstrider Pro,,,,,Softstrider Pro,Softstrider Pro,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
1297,SOU0001,General Solid Waste/ Donations,Soup bowl,,,,,Soup bowl,Soup bowl,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.551155,0.0002755775,,0.0
1298,SPA0001,General Solid Waste/ Donations,Spa; Hot Tub,,,,,"Spa, Hot Tub",Spa/Hot Tub,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,490.0,0.245,70.000000011,2.592592593
1299,SPA0002,Hazardous Waste,Spare Tires,,,,,Spare Tires,Spare Tires,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,20.0,0.01,,0.0
1300,SPE0001,Electronic Waste,Speaker,Floor,,,,Speaker; Floor,Speaker (Floor),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,20.0,0.01,,0.0
1301,SPE0002,Electronic Waste,Speaker,Stereo,,,,Speaker; Stereo,Speaker (Stereo),https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1302,SPE0003,Electronic Waste,Speaker,,,,,Speaker; ea.,Speaker (ea.),https://transcanadamovers.com/weight-calculator/,EA,25.0,0.0125,4.999999995,0.185185185
1303,SPE0004,Electronic Waste,Speakers,,,Large,,Speakers; Large,Speakers (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
1304,SPE0005,Electronic Waste,Speakers,Regular,,,,Speakers; Regular,Speakers (Regular),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
1305,SPI0001,White Goods/ Appliances,Spin-Dryer,,,,,Spin-Dryer,Spin-Dryer,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,26.45544,0.01322772,,0.0
1306,SPO0001,Textiles,Sports suit,,,,,Sports suit,Sports suit,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,2.20462,0.00110231,,0.0
1307,SPR0001,Industrial Equipment,Spreader,,,,,Spreader,Spreader,https://move.mil/resources/weight-estimator,EA,7.0,0.0035,,0.0
1308,STA0001,Textiles,Stair Carpet,,,,,Stair Carpet,Stair Carpet,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
1309,STA0002,General Solid Waste/ Donations,Stairgate,,,,,Stairgate,Stairgate,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,6.61386,0.00330693,,0.0
1310,STA0003,Furniture,Stand,,,Medium,,Stand; Medium,Stand (Medium),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
1311,STA0004,Furniture,Stand,,,Small,,Stand; Small,Stand (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
1312,STA0005,White Goods/ Appliances,Stand Mixer,,,,,Stand Mixer,Stand Mixer,https://move.mil/resources/weight-estimator,EA,20.0,0.01,,0.0
1313,STA0006,General Solid Waste/ Donations,Standard makeup gift set,,,,,Standard makeup gift set,Standard makeup gift set,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.322772,0.000661386,,0.0
1314,STA0007,General Solid Waste/ Donations,Statue,,,Large,,Statue; Large,Statue (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
1315,STA0008,General Solid Waste/ Donations,Statue,,,Small,,Statue; Small,Statue (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
1316,STE0001,White Goods/ Appliances,Steam Press,,,,,Steam Press,Steam Press,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,56.0,0.028,,0.0
1317,STE0002,General Solid Waste/ Donations,Step,,,,,Step,Step,https://transcanadamovers.com/weight-calculator/,EA,15.0,0.0075,4.999999995,0.185185185
1318,STE0003,General Solid Waste/ Donations,Step Ladder,,,,,Step Ladder,Step Ladder,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1319,STE0004,Electronic Waste,Stereo Hi-Fi System,,,,,Stereo / Hi; Fi System,Stereo / Hi-Fi System,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,28.0,0.014,3.999999996,0.148148148
1320,STE0005,Furniture,Stereo Cabinet,,,,,Stereo Cabinet,Stereo Cabinet,https://transcanadamovers.com/weight-calculator/,EA,75.0,0.0375,10.999999989,0.407407407
1321,STE0006,Electronic Waste,Stereo Component,,,,,Stereo Component; ea.,Stereo Component (ea.),https://transcanadamovers.com/weight-calculator/,EA,15.0,0.0075,4.999999995,0.185185185
1322,STE0007,Furniture,Stereo Console,,,,,Stereo Console,Stereo Console,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
1323,STO0001,Furniture,Stool,,,,,Stool,Stool,https://move.mil/resources/weight-estimator,EA,21.0,0.0105,,0.0
1324,STO0002,Furniture,Store Cupboard,,,,,Store Cupboard,Store Cupboard,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,210.0,0.105,29.999999997,1.111111111
1325,STO0003,White Goods/ Appliances,Stove,,,,,Stove,Stove,https://www.moverscorp.com/moving_weight_calculator/,EA,175.0,0.0875,,0.0
1326,STR0001,Furniture,Straight,,,,,Straight,Straight,https://transcanadamovers.com/weight-calculator/,EA,25.0,0.0125,4.999999995,0.185185185
1327,STR0002,Industrial Equipment,Strimmer,,,,,Strimmer,Strimmer,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,22.0462,0.0110231,,0.0
1328,STR0003,General Solid Waste/ Donations,Stroller,,,,,Stroller,Stroller,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1329,STR0004,General Solid Waste/ Donations,Stroller Jogger,,,,,"Stroller, Jogger","Stroller, Jogger",https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,21.0,0.0105,,0.0
1330,STR0005,General Solid Waste/ Donations,Stroller Multiple,,,,,"Stroller, Multiple","Stroller, Multiple",https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,32.0,0.016,,0.0
1331,STU0001,Furniture,Studio,Hide-a-bed,,,,Studio; Hidebed,Studio (Hidebed),https://move.mil/resources/weight-estimator,EA,350.0,0.175,,0.0
1332,SUI0001,General Solid Waste/ Donations,Suitcase,,,,,Suitcase,Suitcase,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1333,SUI0002,General Solid Waste/ Donations,Suitcase,,,Large,,Suitcase; Large,Suitcase (Large),http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,70.0,0.035,10.0,0.37037037037037
1334,SUI0003,General Solid Waste/ Donations,Suitcase,,,Small,,Suitcase; Small,Suitcase (Small),http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,35.0,0.0175,5.0,0.185185185185185
1335,SUN0001,Furniture,Sun Lounger,,,,,Sun Lounger,Sun Lounger,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,140.0,0.07,20.000000007,0.740740741
1336,SUN0002,Furniture,Sunbed,,,,,Sunbed,Sunbed,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,77.1617,0.03858085,,0.0
1337,SUN0003,Furniture,Sunroom Chair,,,,,Sunroom Chair,Sunroom Chair,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
1338,SUN0004,Furniture,Sunroom Sofa,,,,,Sunroom Sofa,Sunroom Sofa,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,210.0,0.105,29.999999997,1.111111111
1339,SUN0005,Furniture,Sunroom Table,,,,,Sunroom Table,Sunroom Table,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,84.0,0.042,11.999999988,0.444444444
1340,SWE0001,Textiles,Sweater,,,,,Sweater,Sweater,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.10231,0.000551155,,0.0
1341,SWI0001,Textiles,Swimming suit,,,,,Swimming suit,Swimming suit,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.543234,0.000771617,,0.0
1342,TSH0001,Textiles,T-shirt,,,,,T-shirt,T-shirt,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.3968316,0.0001984158,,0.0
1343,TVX0001,Electronic Waste,TV,,,,,TV,TV,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,22.0462,0.0110231,,0.0
1344,TVX0002,Electronic Waste,TV,,,42,,TV (42 inch),"TV - 42"" - 50""",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
1345,TVX0003,Electronic Waste,TV,,,21,,TV (21 inch),"TV - 21"" - 41""",http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,140.0,0.07,20.0,0.740740740740741
1346,TVX0004,Electronic Waste,TV,,,51,,TV; and More (51 inch),"TV - 51"" and More",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,385.0,0.1925,54.999999999,2.037037037
1347,TVX0005,Electronic Waste,TV,,,20,,TV; or Smaller (20 inch),"TV - 20"" or Smaller",http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,35.0,0.0175,5.0,0.185185185185185
1348,TVX0006,Electronic Waste,TV,,,19,,"TV; "" to"" (19 inch)","""TV (19"""" to 42"""")""",https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,80.0,0.04,,0.0
1349,TVX0007,Electronic Waste,TV,,,42,,"TV; ""and Up (42 inch)","""TV (42""""and Up)""",https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,125.0,0.0625,,0.0
1350,TVX0008,Electronic Waste,TV,Flat Screen,,50,,"TV; Flat Screen"" and Up (/50 inch)","""TV (Flat Screen/50"""" and Up)""",https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
1351,TVX0009,Electronic Waste,TV,Flat Screen,,30,,"TV; Flat Screen"" to"" (/30 inch)","""TV (Flat Screen/30"""" to 49"""")""",https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
1352,TVX0010,Electronic Waste,TV,Flat Screen,,29,,"TV; Flat Screen, Up to"" (29 inch)","""TV (Flat Screen/Up to 29"""")""",https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,50.0,0.025,,0.0
1353,TVX0011,Electronic Waste,TV,Portable,,,,TV; Portable,TV (Portable),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,35.0,0.0175,,0.0
1354,TVH0001,Furniture,TV Hi-fi unit,,,,,TV / Hi-fi unit,TV / Hi-fi unit ,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,37.47854,0.01873927,,0.0
1355,TVA0001,Electronic Waste,TV Antenna,,,,,TV Antenna,TV Antenna,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1356,TVB0001,Electronic Waste,TV Big Screen,,,,,TV Big Screen,TV Big Screen,https://move.mil/resources/weight-estimator,EA,100.0,0.05,,0.0
1357,TVC0001,Furniture,TV Combination,,,,,TV Combination,TV Combination,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,75.0,0.0375,,0.0
1358,TVC0002,Furniture,TV Console,,,,,TV Console,TV Console,https://move.mil/resources/weight-estimator,EA,105.0,0.0525,,0.0
1359,TVP0001,Electronic Waste,TV Portable,,,,,TV Portable or TV Combi,TV Portable or TV Combi,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,24.25082,0.01212541,,0.0
1360,TVP0002,Electronic Waste,TV Projector,,,,,TV Projector,TV Projector,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,5.51155,0.002755775,,0.0
1361,TVS0001,Furniture,TV Stand,,,,,TV Stand,TV Stand,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,35.0,0.0175,,0.0
1362,TVS0002,Electronic Waste,TV Stand,Standard,,,,TV Stand; Standard,TV Stand (Standard),http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,175.0,0.0875,25.0,0.925925925925926
1363,TVT0001,Furniture,TV Table Model,,,,,TV Table Model,TV Table Model,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,70.0,0.035,,0.0
1364,TVT0002,Furniture,TV Tray Set,,,,,TV Tray Set,TV Tray Set,https://move.mil/resources/weight-estimator,EA,21.0,0.0105,,0.0
1365,TVU0001,Furniture,TV unit,,,,,TV unit,TV unit,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,55.1155,0.02755775,,0.0
1366,TVP0003,Electronic Waste,TV Plasma,,,27-32,,"TV, Plasma; 27 - (32 inch)","TV, Plasma (27 - 32"")",https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,50.0,0.025,,0.0
1367,TVP0004,Electronic Waste,TV Plasma,,,42-50,,"TV, Plasma; 42 - (50 inch)","TV, Plasma (42 - 50"")",https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,75.0,0.0375,,0.0
1368,TVP0005,Electronic Waste,TV Plasma,,,60-65,,"TV, Plasma; 60 - (65 inch)","TV, Plasma (60 - 65"")",https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,130.0,0.065,,0.0
1369,TAB0001,Furniture,Table,,,,,Table,Table,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,140.0,0.07,20.000000007,0.740740741
1370,TAB0002,Furniture,Table,,,5 foot,,Table (5 foot),"Table, 5'-6'",https://transcanadamovers.com/weight-calculator/,EA,80.0,0.04,15.000000012,0.555555556
1371,TAB0003,Furniture,Table,,,4 foot,,Table; or less (4 foot),"Table, 4' or less",https://transcanadamovers.com/weight-calculator/,EA,50.0,0.025,9.99999999,0.37037037
1372,TAB0004,Furniture,Table,Baby,,,,Table; Baby,"Table, Baby's",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
1373,TAB0005,Furniture,Table,Boardroom,,,,Table; Boardroom,"Table, Boardroom",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,420.0,0.21,59.999999994,2.222222222
1374,TAB0006,Furniture,Table,Child,,,,Table; Child,Table (Child's),https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
1375,TAB0007,Furniture,Table,Cocktail,,,,Table; Cocktail,Table (Cocktail),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
1376,TAB0008,Furniture,Table,Coffee,,,,Table; Coffee,Table (Coffee),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
1377,TAB0009,Furniture,Table,Coffee,,Large,,Table; Coffee (Large),"Table, Coffee (Large)",https://www.moverscorp.com/moving_weight_calculator/,EA,105.0,0.0525,,0.0
